spokesperson,date,media,question,answer
 Mao Ning,03/10/25,AFP," According to ROK’s Ministry of National Defence, the DPRK seems to have fired about a dozen missiles to waters west of the Korean Peninsula today. What is China’s response?","Mao Ning: We noted the reports and also noted the DPRK has issued several statements on the military and diplomatic moves and sanctions by the U.S. and the ROK concerning the DPRK. We hope relevant parties will face up to the root cause of the Korean Peninsula issue, stick to the major direction of political settlement and work for easing tensions and safeguarding regional peace and stability."
 Mao Ning,03/10/25,Shenzhen TV, Recent clashes between security forces of the Syrian interim government and gunmen loyal to the former authorities in western provinces of Latakia and Tartous have caused heavy casualties including civilians. There’s extensive concerns over the situation in Syria in the international community. What’s China’s comment? ,"Mao Ning: China is closely following the situation in Syria and is concerned over the heavy casualties caused by armed clashes in Syria. We call on relevant sides to immediately stop the armed clashes and hostilities, earnestly protect the safety of civilians, respect and uphold the principle of inclusiveness, and find a nation-reconstruction plan that meets the Syrian people’s aspirations through dialogue. "
 Mao Ning,03/10/25,AFP," According to the Wall Street Journal, U.S. President Trump is considering measures to restrict DeepSeek, including banning the use of DeepSeek on government equipment. What is China’s response?",Mao Ning: We oppose overstretching the concept of national security and politicizing trade and tech issues. We will firmly safeguard the lawful rights and interests of Chinese companies.
 Mao Ning,03/10/25,Reuters, Mark Carney won the race to be the leader of Canada’s ruling party and succeed Justin Trudeau’s Prime Minister. What’s your message for the incoming government?,"Mao Ning: We noted relevant reports and express congratulations to Mr. Carney. Regarding China’s relations with Canada, we always believe that we need to grow bilateral relations on the basis of mutual respect, equality and mutual benefit. We hope that the Canadian side will form an objective and rational perception of China, pursue a positive and pragmatic policy towards China, and work with China in the same direction for the improvement and growth of bilateral relations."
 Mao Ning,03/10/25,AFP," The Dalai Lama will publish a new book “Voice for the Voiceless.” Before the release of the new book, he issued an article, claiming that there is the danger that in the name of stability and territorial integrity, attempts might be made by the Chinese government to erase the Tibetan civilization. What is China’s response to this new book and Dalai Lama’s comment?","Mao Ning: The 14th Dalai Lama is not a pure religious figure, but a political exile engaged in anti-China separatist activities under the cloak of religion. On Tibet-related issues, China’s position is consistent and clear. No matter what the Dalai Lama says to does, he will not change the objective fact that Xizang enjoys prosperity and development. Relevant parties should not provide platforms for the comment about splitting China."
 Mao Ning,03/10/25,Reuters," Reuters reported last week that the United States is considering charging docking fees for any fleets, cargo vessels and the like that include Chinese-built or Chinese-flagged ships. Do you have any comment?","Mao Ning: We’ve stated our position on relevant questions. Such measures as imposing port fees and levying tariffs on cargo handling facilities hurt the U.S. itself as well as others. The move not only hikes global maritime shipping costs and disrupts the stability of global industrial and supply chains, but also increases inflationary pressures in the U.S. and hurts the interests of American consumers and businesses. The practice will ultimately fail to revitalize the U.S. shipbuilding industry. We urge the U.S. to respect facts and multilateral rules, and immediately stop its wrongdoings. China will take necessary measures to defend its lawful rights and interests."
 Mao Ning,03/10/25,NHK," Taiwan’s “ministry of economic affairs” announced that it will attend the World Expo in Osaka, Japan in an unofficial capacity. What is China’s comment?",Mao Ning: We firmly oppose any kind of official interactions between the Taiwan region and any country that has diplomatic ties with China.
 Mao Ning,03/10/25,Bloomberg, There are reports that the U.S. has promised to accelerate arms shipments to Taiwan. Can you comment?,"Mao Ning: China is firmly opposed to the U.S.’s military ties with and arms sales to China’s Taiwan region. This position is consistent and unequivocal. The Taiwan question is at the core of China’s core interests and the first red line that cannot be crossed in China-U.S. relations. China calls on the U.S. to abide by the one-China principle and the three China-U.S. joint communiqués, stop selling arms to the Taiwan region and having military contact with Taiwan, stop creating factors that fuel tensions in the Taiwan Strait, and stop endangering peace and stability in the Taiwan Strait. "
 Mao Ning,03/10/25,Reuters, Canada will hold an election later this year. Do you have a message for the candidates running in the federal election? What are China’s hopes for this election?,Mao Ning: The election is Canada’s internal affair and I have no comment on that.
 Lin Jian,03/06/25,TASS," It’s reported that U.S. Secretary of Defense said in a media interview that the U.S. doesn’t seek a war with China, but will rebuild the military and prepare for war. What’s the Foreign Ministry’s comment?","Lin Jian: The rhetoric of the U.S. official is aimed at fueling ideological confrontation and spreading so-called “China threat” that doesn’t exist. The U.S. needs to realize that China is NOT a mirror image of the hegemonic U.S. The U.S. should stop viewing China-U.S. relations with an outdated Cold War mentality. The U.S. must no longer seek to contain or go after China in the name of strategic competition. We’ve always held the clear-cut view that whatever kind of war it is, a tariff war or a trade war, a cold war or a hot war, they should not be fought and cannot be won. "
 Lin Jian,03/06/25,AFP," The United States has indicted 12 Chinese nationals, including two officials, for a series of hacking attacks, including a breach of the U.S. Treasury last year. What’s China’s comment on this?","Lin Jian: We reject the groundless U.S. accusations and urge the U.S. to immediately stop its wrongdoing of abusing sanctions. Last December, a Chinese cybersecurity agency disclosed two recent cyberattacks against Chinese high-tech companies launched by the U.S. intelligence community. The U.S. is the No.1 “hacking empire” in the world. We call on the U.S. to ditch its double standards and stop framing China.*********************************************The third session of the 14th National People’s Congress (NPC) will invite Member of the Political Bureau of the CPC Central Committee and Foreign Minister Wang Yi to hold a press conference on China’s foreign policy and foreign relations at Press Conference Hall, Media Center at 10:00 am on Friday, March 7. There will be no regular press conference of the Ministry of Foreign Affairs that day."
 Lin Jian,03/05/25,CCTV," It was reported that on March 4, Arab countries held an emergency summit in Cairo to discuss the Palestinian question, and proposed the Arab plan on the recovery and reconstruction of post-conflict Gaza. What is China’s comment on this?","Lin Jian: China supports the effort by Egypt and other Arab countries to promote the continuous and effective implementation of the Gaza ceasefire agreement, advance humanitarian assistance and restore security and stability there. We support a post-conflict governance plan in Gaza that is recognized by the Palestinian people and embodies the consensus of Arab countries. The plan must follow the principle of “Palestinians governing Palestine” and align with the two-State solution so that Palestine and Israel will live side by side peacefully and there will be lasting peace in the Middle East."
 Lin Jian,03/05/25,China Daily," On June 7, 2024, the 78th United Nations General Assembly adopted a resolution proposed by China to establish the “International Day for Dialogue among Civilizations” by consensus. Recently, we learned that the U.N. Secretariat has launched a special website (in English) for the “International Day for Dialogue among Civilizations.” What is China’s comment on this?","Lin Jian: Last year, the resolution proposed by China to establish the “International Day for Dialogue among Civilizations” was adopted at the 78th United Nations General Assembly by consensus. This marks a successful practice of China’s Global Civilization Initiative put forth by President Xi Jinping, and represents a significant contribution to promoting dialogue among different civilizations worldwide, as well as advancing global peace and development. The special website for the “International Day for Dialogue among Civilizations” launched by the U.N. recently will help promote the common values of humanity, raise public awareness of respecting diversity of civilizations, and draw attention to finding solutions to global challenges.On June 10 this year, the international community will celebrate the first “International Day for Dialogue among Civilizations.” As the initiating country, China stands ready to work with the international community to actively implement the spirit of the UNGA resolution, organize diverse celebration activities, jointly promote exchanges and mutual learning among civilizations, better safeguard world peace and foster common development through dialogue among civilizations, and make unremitting efforts to advance the building of a community with a shared future for mankind."
 Lin Jian,03/05/25,AFP, President Donald Trump today made an address to the U.S. Congress. He said he had received a message from President Zelenskyy to help end the war in Ukraine. He also repeated some statements to the effect that he hopes to see greater U.S. control over the Panama Canal and Greenland. Do you have any comment or any further remarks?,"Lin Jian: We noted relevant reports. China’s position on the Ukraine crisis is consistent and clear. Dialogue and negotiation is the only viable solution to the crisis. On the Panama Canal issue, China supports Panama’s sovereignty over the Canal, and stays committed to maintaining the status of the Canal as a permanently neutral international waterway. China has never engaged in the management and operation of the Canal. Never ever have we interfered. The so-called China’s control over the Canal is nothing but a lie.On the issue of Greenland, China always believes that relations between countries should be handled in accordance with the purposes and principles of the U.N. Charter."
 Lin Jian,03/05/25,EFE," In yesterday’s briefing, you said that if the U.S. wants war, tariff war, trade war or any type of war, China is ready to fight till the end. A similar remark was made by the Chinese Ambassador to the U.S. Does China fully stand by this statement? What does “any type of war” refer to?","Lin Jian: Yesterday, we made clear China’s serious position on the issue. The U.S. is bent on using the fentanyl issue as a flimsy excuse to raise tariffs again on Chinese imports. China has made clear its opposition more than once and has taken legitimate and necessary countermeasures. If the U.S. truly wants to solve the fentanyl issue, then the right thing to do is to consult with China on the basis of equality, mutual respect and mutual benefit to address each other’s concerns. If the U.S. has other agenda in mind and if harming China’s interests is what the U.S. wants, we’re ready to fight till the end. We urge the U.S. to stop being domineering and return to the right track of dialogue and cooperation at an early date."
 Lin Jian,03/05/25,China-Arab TV, they both rejected remarks from the U.S. Do you have any comment on the recent statements made by the United States? ,"Lin Jian: I’ve stated China’s position on the emergency summit held by Arab countries.On the Ukraine crisis, China noted that there are new developments concerning the political settlement of the crisis. On this issue, we always follow the four points about what must be done which were proposed by President Xi Jinping. China hopes that relevant parties can find a sustainable and lasting solution that takes into account each other’s concerns through dialogue and negotiation."
 Lin Jian,03/05/25,Reuters, An investor group backed by BlackRock has agreed to buy a majority stake in the Hong Kong-based company that runs ports along either side of the Panama Canal. This would give a U.S. firm control of key docks in that area amid pressure from the White House. Does the Ministry have any comment on this?,"Lin Jian: We have no comment on the relevant commercial deal. The government of the Hong Kong Special Administrative Region made a response to the operation of the ports by the relevant Hong Kong company. Let me say more broadly that China supports Chinese companies, including those from Hong Kong SAR, in investing and doing business overseas. Hope they can have access to a fair and just business environment everywhere they go. We oppose any abuse of coercion and pressuring in international trade and economic relations."
 Lin Jian,03/04/25,CCTV, Tajikistan held elections to the lower house of parliament on March 2. What’s China’s comment? ,"Lin Jian: China congratulates Tajikistan on the successful elections of the lower house of parliament. At the invitation of Tajikistan’s Central Commission for Elections and Referenda, China sent a group to Tajikistan to observe the elections. China believes that the elections are democratic, open and transparent, and demonstrate the political openness and inclusiveness of the country. China highly commends that and sincerely wishes the people of Tajikistan new, greater achievements in national development under the leadership of President Emomali Rahmon.As a friendly neighbor and comprehensive strategic cooperative partner in the new era, China values its relations with Tajikistan, and stands ready to work with Tajikistan to earnestly implement the important common understandings between President Xi Jinping and President Rahmon. We will step up mutual support, deepen mutually beneficial cooperation on all fronts, and strive for more solid progress in building a China-Tajikistan community with a shared future."
 Lin Jian,03/04/25,Beijing Daily," New Zealand’s Deputy Prime Minister and Foreign Minister Winston Peters said after his visit to China last week that the special relationship between New Zealand and China is in the “second decade”, and the two sides had substantive and constructive dialogues on bilateral cooperation and regional and global issues. Can you share more details?","Lin Jian: From February 25 to 27, New Zealand’s Deputy Prime Minister and Foreign Minister Winston Peters visited China. This is an important high-level exchange as the China-New Zealand comprehensive strategic partnership enters the second decade. This visit is aimed at delivering on the important common understandings between the leaders of the two countries, enhancing strategic communication, and promoting the continued sound and steady growth of the bilateral relations at the new starting point.Vice President Han Zheng and Foreign Minister Wang Yi met and had talks with New Zealand’s Deputy Prime Minister and Foreign Minister Winston Peters respectively. The two sides had candid and in-depth exchange of views on China-New Zealand relations and international and regional issues of mutual interest, and agreed to maintain high-level exchanges, strengthen dialogue and communication, and expand mutually beneficial cooperation. Deputy Prime Minister and Foreign Minister Winston Peters reaffirmed New Zealand’s commitment to the one-China policy and that it is committed to being a positive partner with China. China expressed appreciation for this stance.China stands to work with New Zealand to renew the traditional friendship, carry forward the spirit of “striving to be the first”, and become partners with mutual trust and achieve mutual success, thereby better benefiting the peoples of both countries and maintaining regional and global peace and stability."
 Lin Jian,03/04/25,The New York Times, The United States has imposed further 10 percent tariffs on most goods from China. What is your reaction?,"Lin Jian: I believe you’ve noticed the statements released by competent Chinese departments. The fentanyl issue is a flimsy excuse to raise U.S. tariffs on Chinese imports. China has made clear its opposition more than once. Our countermeasures to defend our rights and interests are fully legitimate and necessary.The U.S., not anyone else, is responsible for the fentanyl crisis inside the U.S. In the spirit of humanity and goodwill towards the American people, we have taken robust steps to assist the U.S. in dealing with the issue. This is obvious to all and people from various sectors in the U.S. have expressed thanks to China on multiple occasions. Instead of recognizing our efforts, the U.S. has sought to vilify and shift the blame to China, and is seeking to pressure and blackmail China with tariff hikes. They’ve been punishing us for helping them. This is not going to solve the U.S.’s problem and will undermine our counternarcotics dialogue and cooperation. Let me reiterate that intimidation does not scare us. Bullying does not work on us. Pressuring, coercion or threats are not the right way of dealing with China. Anyone using maximum pressure on China is picking the wrong guy and miscalculating. If the U.S. truly wants to solve the fentanyl issue, then the right thing to do is to consult with China on the basis of equality, mutual respect and mutual benefit to address each other’s concerns. If the U.S. has other agenda in mind and if war is what the U.S. wants, be it a tariff war, a trade war or any other type of war, we’re ready to fight till the end. We urge the U.S. to stop being domineering and return to the right track of dialogue and cooperation at an early date. "
 Lin Jian,03/03/25,The New York Times, The United States has imposed further 10 percent tariffs on most goods from China. What is your reaction?,"Lin Jian: I believe you’ve noticed the statements released by competent Chinese departments. The fentanyl issue is a flimsy excuse to raise U.S. tariffs on Chinese imports. China has made clear its opposition more than once. Our countermeasures to defend our rights and interests are fully legitimate and necessary.The U.S., not anyone else, is responsible for the fentanyl crisis inside the U.S. In the spirit of humanity and goodwill towards the American people, we have taken robust steps to assist the U.S. in dealing with the issue. This is obvious to all and people from various sectors in the U.S. have expressed thanks to China on multiple occasions. Instead of recognizing our efforts, the U.S. has sought to vilify and shift the blame to China, and is seeking to pressure and blackmail China with tariff hikes. They’ve been punishing us for helping them. This is not going to solve the U.S.’s problem and will undermine our counternarcotics dialogue and cooperation. Let me reiterate that intimidation does not scare us. Bullying does not work on us. Pressuring, coercion or threats are not the right way of dealing with China. Anyone using maximum pressure on China is picking the wrong guy and miscalculating. If the U.S. truly wants to solve the fentanyl issue, then the right thing to do is to consult with China on the basis of equality, mutual respect and mutual benefit to address each other’s concerns. If the U.S. has other agenda in mind and if war is what the U.S. wants, be it a tariff war, a trade war or any other type of war, we’re ready to fight till the end. We urge the U.S. to stop being domineering and return to the right track of dialogue and cooperation at an early date. "
 Lin Jian,03/03/25,China News Service," The 62nd Session of the Intergovernmental Panel on Climate Change (IPCC) concluded in Hangzhou on March 1. We’ve learned that China actively shared its experience and practice in meteorological disaster prevention and mitigation at the session. Can you share the outcomes of the session? We’ve also noted that COP30 President André Corrêa do Lago said in a recent interview that “China has been able to give some fantastic answers to the fight against climate change.” “They are doing their own thing, and their own thing is benefiting the rest of the world,” he added. What is your response? ","Lin Jian: I noted the report. This is the first time that the Chinese government hosts the IPCC session. With the strong support and effort from China, the session adopted the outlines of the three Working Group contributions to the Seventh Assessment Report, which identified the key direction of the scientific assessment on climate change, and laid an important foundation for pooling the strength of the global science community and jointly improving climate governance.China is always a partner of Global South countries on the development path of green transition. China proactively responded to the U.N. initiative on meteorological early warning, shared observation data with 132 countries and regions worldwide, and jointly developed early warning system together with Pakistan, Ethiopia and other countries, and shared China’s experience and solution. We actively shouldered international obligations commensurate with our national conditions and capabilities. China shared the results of green innovation with more than 100 developing countries to lower the cost of emission reduction and boost global green production capacity. Low-carbon demonstration zones, facilities of wind and solar power, and energy-efficient lighting projects are all over Asia, Africa and Latin America. Green energy has become a daily necessity, instead of a luxury. We will stay committed to building a fair and equitable global climate governance system for win-win cooperation, supporting developing countries’ climate response capacity building and technological advancement, and helping Global South countries jointly realize green and low-carbon revitalization."
 Lin Jian,03/03/25,Reuters," Global Times reported today that China is formulating countermeasures to fresh U.S. tariffs expected to enter force tomorrow, including curbs on American agricultural products. Is the Foreign Ministry able to confirm this?",Lin Jian: I made clear China’s solemn position on the relevant question last week. The U.S. once again uses the fentanyl issue as a pretext to threaten China with tariff hikes on its imports. China opposes this move and will do what is necessary to firmly safeguard its legitimate interests.
 Lin Jian,03/03/25,Associated Press of Pakistan," Last Friday, Pakistan and China signed a cooperation agreement on spaceflight of a Pakistani astronaut on Chinese space station. This is being considered another milestone in space cooperation between the two countries. What is your response please?","Lin Jian: Exploring the universe is humanity’s shared aspiration. We are glad to see the signing of a space cooperation agreement between China and Pakistan. We hope the Pakistani astronaut’s entry into the Chinese space station will be a full success. Since the launch of the manned space engineering program, China has been following the principles of peaceful use, equality, mutual benefit and common development. We focus on sharing with all humanity the results of China’s development and offer opportunities for cooperation in China’s space station. We are willing to work with Pakistan to elevate our space cooperation to a new level, and give a stronger boost to the socioeconomic development of the two countries through space technologies. China also stands ready to conduct more international cooperation and exchange with other countries and regions that are committed to the peaceful use of outer space."
 Lin Jian,03/03/25,Reuters," Last week, U.S. President Trump accused Ukrainian President Zelenskyy of being not ready for a peace deal with Russia. Does China’s Foreign Ministry have any comment on the meeting?",Lin Jian: We noted relevant reports. China will continue to play a constructive role for the political settlement of the Ukraine crisis and the realization of peace.
 Lin Jian,03/03/25,Bloomberg, I want to follow up if China would send peacekeepers to Ukraine as some analysts have suggested?,"Lin Jian: China did not start the Ukraine crisis, nor is it a party to it. We support all efforts conducive to the peaceful settlement of the crisis. China hopes that the relevant parties can find a sustainable and lasting solution that takes into account each other’s concerns. "
 Lin Jian,03/03/25,Reuters, Is the Foreign Ministry able to confirm that the 40 Chinese nationals repatriated from Thailand last week are Chinese Uyghurs? The United Nations human rights experts said that they were at risk of harm if returned. Are you able to tell us what would happen to them next?,"Lin Jian: I made clear China’s position last week. Let me stress once again that the repatriation is carried out in accordance with the laws of China and Thailand as well as international law and common practices. The lawful rights of people concerned are fully protected. Readouts were also released by competent authorities.China has all along been committed to protecting the lawful rights and interests of Chinese citizens. Those who were long detained abroad have been repatriated to China and returned to a normal life. Their lawful rights have been fully protected in accordance with the law. This speaks to the consistent position and firm resolve of the Chinese government in respecting and protecting human rights. U.N. human rights experts need to perform their duties fairly and objectively, respect countries’ sovereignty, respect objective facts, and refrain from interfering in countries’ judicial sovereignty and normal law enforcement cooperation between countries."
 Lin Jian,03/03/25,CCTV," U.S. Secretary of State Marco Rubio recently blamed China on issues of Taiwan, economy and trade, COVID-19 and Indo-Pacific affairs in an interview by U.S. media outlet. What is China’s comment?","Lin Jian: Rubio’s remarks are steeped in the Cold-War mentality and full of lies and false accusations. China strongly deplores and firmly opposes this, and has lodged serious protests with the U.S.There is but one China in the world, Taiwan is an inalienable part of China, and the government of the People’s Republic of China is the sole legal government representing the whole of China. This is the real status quo of the Taiwan Strait. The U.S. has distorted the one-China principle, and insisted on using Taiwan to contain China, and the Taiwan authorities have sought “independence” under the support and connivance of the U.S. These are the most fundamental changes to the status quo of the Taiwan Strait. The Taiwan question is the most crucial, sensitive and explosive issue in the China-U.S. relations. If the U.S. does not hope to trigger confrontation, they must stop crossing or trampling on the red line of the Taiwan question.Trade and tariff wars have no winners. The U.S.’s attempts to politicize and weaponize trade and economic issues, levy tariff hikes on Chinese imports under the pretext of fentanyl, and create blocks to its normal trade, investment and economic cooperation with China will only harm its own economic interests and international credibility. China stands ready to work with the U.S. to address each other’s concerns through dialogue and consultation on the basis of equality and mutual respect. In the meanwhile, we will take all measures necessary to safeguard our legitimate rights and interests.The origins-tracing of COVID-19 is a serious science issue. It is “extremely unlikely” that the pandemic was caused by a lab leak—this is the authoritative conclusion reached by the experts of the WHO-China joint mission following their field trips to the lab in Wuhan and in-depth communication with researchers. It is a conclusion based on science, which is widely recognized by the international community and the science community. More and more clues in the international science community point possible COVID origins to various parts of the world, and a global perspective is needed to carry out origins-tracing work in multiple countries and regions, in particular the U.S. The U.S. needs to immediately stop slinging mud on and scapegoating China.The Asia-Pacific is a pace-setter in cooperation and development, not a chess board for geopolitical rivalry. History and facts show time and again that treating other countries as a chess piece, pawn or even cannon fodder is the U.S.’s go-to tactic. The U.S. should not project its own hegemonic mentality onto China. Attempts to stoke bloc confrontation in the Asia-Pacific run counter to the trend of the times and go against the common aspiration of regional countries. These moves will win no support and be doomed to failure.Our message to the U.S.: a lie told a thousand times cannot be a fact, the world will not be fooled by such baseless vilification against China, and megaphone diplomacy does no good to China-U.S. relations. We will be committed to viewing and developing our relations with the U.S. on the basis of the principles of mutual respect, peaceful coexistence and win-win cooperation put forward by President Xi Jinping. Meanwhile, we will firmly defend national sovereignty, security and development interests."
 Lin Jian,03/03/25,Reuters, The U.S. is nudging Mexico and Canada to match tariffs on China. Does the Foreign Ministry have any comment?,"Lin Jian: As we have said more than once, trade and tariff wars have no winners. Snuffing out others’ candles does not bring light to oneself. WTO rules and principles of market economy should be observed by all. If there are any concerns, they should be solved through dialogue and consultation with equality and mutual respect. Countries need to come together to address unilateralism and trade protectionism. "
 Lin Jian,02/28/25,CCTV," According to reports, in response to the repatriation of 40 Chinese nationals to China from Thailand on February 27, the U.S., U.K., Germany and the European Union, among others, issued statements, in which they condemned Thailand’s repatriation and called on China to protect human rights. Do you have any comment?","Lin Jian: China firmly opposes using so-called Xinjiang-related issues to interfere in China’s internal affairs and disrupt normal law enforcement cooperation between China and relevant countries under the pretext of human rights. Let me stress that the repatriation is carried out in accordance with the laws of China and Thailand as well as international law and common practices. China upholds the rule of law and has well-developed laws and regulations and working mechanisms in human rights protection in the judicial area. The achievements are there for all to see. People of all ethnic groups in China, including the Uyghurs in Xinjiang, fully enjoy economic, social, cultural, civil and political rights.Certain countries and international organizations, in disregard of facts, have made unfounded accusations against the normal law enforcement cooperation between China and Thailand on combating smuggling and other cross-border illegal and criminal activities, even fabricated false narratives related to Xinjiang, and politicized this issue. Illegal migration and smuggling are recognized by all as crimes, which seriously disrupt the normal cross-border order. China will continue to strengthen international law enforcement cooperation with relevant countries to jointly address the challenge of smuggling and other cross-border crimes, guarantee the safe and orderly flow of Chinese and foreign nationals in accordance with the law, and protect the lawful rights and interests of inbound and outbound travelers."
 Lin Jian,02/28/25,Rudaw Media Network, The jailed PKK leader Abdullah Ocalan calls on the group to lay down arms and disband. What is China’s position on that?,Lin Jian: We noted the reports. China supports relevant sides of Türkiye in settling differences through political means.
 Lin Jian,02/28/25,AFP, U.S. President Donald Trump said yesterday that he would impose an additional 10 percent tariff on Chinese imports next week. Does the Foreign Ministry have a comment on this?,"Lin Jian: The U.S. once again uses the fentanyl issue as a pretext to threaten China with additional tariffs on its exports to the U.S. China firmly deplores and strongly opposes this move, and will take what is necessary to resolutely defend its legitimate interests.China makes it clear more than once that trade and tariff wars have no winners. The unilateral tariff hikes by the U.S. severely violate the WTO rules, and harm the interests of both countries and the world. China is one of the world’s strictest countries on counternarcotics both in terms of policy and its implementation. The fentanyl issue is the U.S.’s own problem. China has given support to the U.S.’s response to the fentanyl issue in the spirit of humanity. At the U.S.’s request, China announced back in 2019 the decision to officially schedule fentanyl-related substances as a class. We are the first country in the world to do so. China has conducted counternarcotics cooperation with the U.S. side in a broad-based and in-depth way. The remarkable progress is there for all to see. People from various sectors in the U.S. have expressed thanks to China on different occasions. The fentanyl issue is just an excuse the U.S. uses to impose tariffs on, pressure and blackmail China, and they punish us for helping them. This will not solve their concerns. It is only counterproductive and will deal a heavy blow to the dialogue and cooperation with China on counternarcotics.Pressuring, coercion and threat is not the right way to deal with China. Instead, mutual respect is the basic prerequisite. We urge the U.S. to correct its wrongdoing and return to the right track of addressing each other’s concerns through equal-footed consultations."
 Lin Jian,02/28/25,Shenzhen TV," It’s reported that on February 26, two senators from the U.S. Senate Foreign Relations Committee jointly introduced a resolution, saying that the Hong Kong National Security Law and the Safeguarding National Security Ordinance have stripped away the basic rights of the people in Hong Kong. American companies need to reconsider their business presence in Hong Kong. What’s China’s comment?","Lin Jian: Individual U.S. senators have attacked and smeared the legislation of the Hong Kong Special Administrative Region, made baseless allegations against Hong Kong’s human rights conditions and the rule of law, and grossly interfered in Hong Kong affairs. China opposes this.It’s fully justified and beyond any doubt that the HKSAR government firmly implements the Hong Kong National Security Law and the Safeguarding National Security Ordinance to lawfully crack down on the crimes that endanger national security. The implementation of the laws safeguards Hong Kong residents’ various rights and freedoms entitled in the law, provides solid underpinning for Hong Kong’s prosperity and stability, and better protects the lawful rights and interests of foreign investors in Hong Kong. The 2025 Business Sentiment Survey Findings Report recently released by the American Chamber of Commerce in Hong Kong shows that American companies in Hong Kong view the national security laws in a more objective way, and are more confident in the business environment there. This is a vote of confidence from the American businesses there for Hong Kong’s development outlook. Facts prove that with the safeguards of One Country, Two Systems, the strong support of the nation, and concerted efforts of all sectors, Hong Kong will maintain lasting prosperity and stability.Let me stress that the US has churned out laws for national security, but kept slinging mud on and labeling the Hong Kong National Security Law and the Safeguarding National Security Ordinance. This is an out-and-out political manipulation, hypocrisy and double standard. We urge certain U.S. congressmen to respect China’s sovereignty, abide by the principles of international law and the basic principles of international relations, immediately stop meddling in Hong Kong affairs, and stop interfering in China’s internal affairs."
 Lin Jian,02/28/25,AFP," Russian news agencies have reported that Russia’s former defense chief Sergei Shoigu, who is now Secretary of the Security Council, arrived in Beijing today. It is reported that he’s going to meet with Chinese leader and Foreign Minister. Can the Foreign Ministry confirm this and provide any more details?","Lin Jian: As comprehensive strategic partners of coordination in the new era, China and Russia have maintained close high-level exchanges. As for the specific question you asked, I have no information to share for the time being."
 Lin Jian,02/28/25,Dragon TV," It’s reported that the ROK leader once again mentioned China-related issues in his statement at the impeachment trial held by the Constitutional Court. He cited the threats to national security posed by drones flown by Chinese nationals, and core national technologies and defense industry secrets being leaked to China. What’s China’s comment?","Lin Jian: Days after the martial law was imposed at the end of last year, the ROK side made similar remarks and China has made clear its solemn position. China is committed to the principle of non-interference in others’ internal affairs, and believes that the ROK people have the wisdom and capability to handle their domestic issues. We strongly deplore and firmly oppose certain forces and personnel in the ROK creating ill-intentioned association on and propagating China-related issues for political gains.Throwing mud at one’s neighbor will not solve one’s own problem. We noted that recently, the ROK Foreign Ministry and the ROK-China Parliamentarians’ Union have publicly underlined the importance they attach to China-ROK relations, and some media outlets and visionary people in the ROK have expressed concerns over the political manipulation by certain forces in the ROK, which undermines the public foundation of the two countries.The sound and steady development of China-ROK relations serves the common interests of the two countries. We once again urge relevant individuals in the ROK to stop fabricating and peddling false narratives about China, stop vilifying and attacking China, stop using China-related issues for political agenda, and avoid disrupting and undermining the bilateral relations."
 Lin Jian,02/28/25,The Wall Street Journal, Just like to ask about some comments that Secretary of State Marco Rubio made earlier this week in an interview related to the fentanyl issue. He said that he believed it was possible that China was deliberately seeking to “flood” the United States with fentanyl. Do you have any comment? What does that mean in your view for U.S.-China fentanyl cooperation going forward during this administration?,"Lin Jian: We noted relevant reports. What he said during the interviews is full of the Cold War mentality and preaches containment, suppression and blame shifting, which seriously undermines China’s interests. We strongly deplore and firmly oppose that.On the issue of fentanyl, I just stated China’s solemn position. Let me reiterate that fentanyl is a problem for the U.S. China has given support to the U.S.’s response to the fentanyl issue in the spirit of humanity, and conducted counternarcotics cooperation with the U.S. side in a broad-based and in-depth way, which produced remarkable results. People from various sectors in the U.S. have expressed their appreciation to China for this on many occasions. If the U.S. continues to use the fentanyl issue to pressure, blackmail, coerce and threaten China, it will only be counterproductive and deal a blow to the dialogue and cooperation between China and the U.S. in the field of drug control.We stand ready to work with the U.S. to promote the steady, sound and sustainable development of China-U.S. relations based on the principles of mutual respect, peaceful coexistence and win-win cooperation. Meanwhile, China will continue to take measures to firmly safeguard its sovereignty, security and development interests. We hope that the U.S. side will earnestly implement the important common understandings reached by the two heads of state in their phone call and work with China in the same direction."
 Lin Jian,02/28/25,Reuters," Another question about what U.S. Secretary of State Marco Rubio said as well. This is in regards to Thailand returning 40 Uyghurs to China. Our question is, in his comment, he said China’s treatment of the ethnic group amounts to “genocide and crimes against humanity.” How does China respond to that? Australia also said it strongly disagrees with that repatriation and has raised concerns with China on this. Does China have specifically any response to Australia?","Lin Jian: I shared China’s serious position just now. With regard to the remarks of relevant U.S. politician, let me point out that the allegations, including the so-called genocide, is a sheer lie of the century. Xinjiang enjoys economic growth, social stability and harmony among all ethnic groups, and people there live a better life. The facts are clear for all to see and no one can ignore that. Certain countries and individual politicians have fabricated and spread lies to destabilize Xinjiang. China firmly opposes interfering in China’s internal affairs under the pretext of human rights, and disrupting normal law enforcement cooperation between countries in the name of Xinjiang-related issues. Relevant politicians need to stop concocting and peddling these false accusations against Xinjiang."
