text,labels
Ivermectin can cure Covid-19 in 48 hours.,1
"A preprint paper by the prestigious Oxford University Clinical Research Group, published Aug. 10 in The Lancet, found vaccinated individuals carry 251 times the load of COVID-19 viruses in their nostrils compared to the unvaccinated.",1
Doctors are encouraging the injection of COVID-19 vaccines in the penis.,1
"The John F. Kennedy Center for the Performing Arts ""laundered"" coronavirus-relief money by donating to the Democratic National Committee even after cutting off musician pay.",1
The existence of a canine coronavirus vaccine casts doubt on statements that there isn’t one for humans.,1
"The Trump administration ""started off awfully slow"" in dealing with the coronavirus. ""45 nations had already moved to ... block China's personnel from being able to come to the United States before the president moved.""",1
Insurance benefits for COVID-19 deaths can be claimed under the PMJJBY and the PMSBY,1
"I don't know if members of the Presidential Security Group were, in fact, administered vaccines against COVID-19.",1
"The Centers for Disease Control and Prevention ""just came out & said they made another ‘mistake’"" in Florida. ""And they’ve also been counting Pneumonia & Flu as Covid– dropping their [number] from approx 90,000 to 11,000.""",1
Corporation of Chennai has closed all fruit and vegetable markets because of coronavirus,1
"""CDC Changes Test Thresholds To Virtually Eliminate New COVID Cases Among Vaxx’d.""",1
A Delta plane was forced to make an emergency landing after the pilot died from a COVID-19 vaccination.,1
"“The billionaires have gotten much more wealthy, by a tune of over $300 billion to $400 billion more, just since covid.”",1
Indian Army soldiers collapsed and suffered a heart attack due to COVID vaccine.,1
The animals in the Covid-19 vaccine trials had a 100% death rate.,1
Covid-19 vaccine negatively impacts blood and alters the colour.,1
"Dr. Elisa Granato, one of the first volunteers of a COVID-19 vaccine trial in the United Kingdom, died.",1
"Sunitha, a student from Telangana ended her life on July 1, 2021, due to the non-postponement of B.Tech exams amid the Covid situation.",1
"On the same day California announced it would provide some undocumented residents COVID-19 stimulus payments, it also announced it would lay off first responders because of a lack of funds.",1
"Dr. Anthony Fauci, the director of the National Institute of Allergy and Infectious Diseases (NIAID), has said he wants Americans to receive four COVID-19 vaccine shots each year.",1
A drug used to treat animal parasites like heartworm and roundworm is a potential cure for coronavirus.,1
Ambanis celebrating grandson's birth amid COVID restrictions,1
Mick Jagger can be viewed as a COVID-19 lockdown skeptic/critic based on the lyrics in his latest song “Easy Sleazy” with Dave Grohl released in April 2021.,1
20 million Chinese converted to Islam after it’s proven that the coronavirus doesn’t affect Muslims.,1
Photo of 82-year-old Md Barkat Ali who failed 47 times in 10th class exams but finally passes in 2020 as 10th Class exams were cancelled in Telangana due to COVID-19,1
Data from the Vaccine Adverse Event Reporting System (VAERS) reveals that there are 50 times more ectopic pregnancies following COVID-19 vaccination than for all vaccines for the past 30 years.,1
"The European Union's digital COVID certificate or ""passport"" includes provision for eight vaccine doses.",1
COVID-19 vaccines cause menstrual problems in women; vaccinated people are causing health problems in unvaccinated people around them,1
COVID-19 death rate 'a mere 0.1%',1
"The United States is “actually screening fewer people (for the coronavirus than other countries) because we don't have appropriate testing.""",1
"U.S. Sen. Joni Ernst received the COVID-19 vaccine after calling COVID-19 a ""hoax,"" being an ""anti-masker,"" and claiming doctors exaggerated the number of COVID-related deaths in order to enrich themselves.",1
"“Well, today we finally managed to see the enemy’s face - the first high-quality photos of the coronavirus appeared.”",1
McDonald's is giving free lunches to school-age children during the COVID-19 pandemic.,1
Armed forces have set up a 1000 bed COVID facility near terminal 1 of Mumbai airport,1
Positive test for COVID-19 same as having had a common cold?,1
Italian health authorities recently reduced the country’s official COVID-19 death toll by 97 per cent.,1
COVID DEATH TOTALS OFF BY NEARLY 25%,1
Coronavirus can be killed from inhaling steam,1
Hot steam and tea cure coronavirus,1
Money discarded on the streets of Italy during Covid-19 pandemic,1
Video shows Wuhan market in China where coronavirus originated,1
"Says for otherwise healthy people “experiencing mild to moderate respiratory symptoms with or without a COVID-19 diagnosis … only high temperatures kill a virus, so let your fever run high,” but not over 103 or 104 degrees.",1
2012 London Olympics opening ceremony foretold COVID-19 pandemic,1
Actor Daniel Radcliffe tested coronavirus positive,1
COVID-19 vaccine will alter the human DNA and has microchips for collecting biometric data of patients,1
People who “have recovered (from COVID-19) have very strong immunity.”,1
"“On 11 August, Russia announced the world's first vaccine for COVID-19, named 'Sputnik V' … International observers detail why the breakthrough development has been met with either silence or rejection from the Western press.”",1
Health experts warned that pregnant women should avoid COVID-19 vaccines.,1
Bathing in hot water can prevent novel coronavirus,1
Herbal plant an antibiotic to treat novel coronavirus,1
"A professor in New South Wales Australia, has said under oath that the Covid-19 vaccines are not vaccines.",1
A Florida child shooting death counted as COVID-19,1
video shows Indonesian Covid-19 victims wrapped in plastic bags,1
“More suicide deaths than coronavirus death past two months.”,1
"France has announced a ban on Africans traveling to Europe if they refuse ""the European vaccine"" for COVID-19.",1
Pfizer's COVID-19 vaccine is for women sterilisation,1
“Fish tank additive may treat coronavirus.”,1
"In August 2021, antibodies derived from a llama's blood were included in a formula given to research participants in a study that aimed to identify a new COVID-19 treatment.",1
Covid-19 is not a pandemic.,1
A specific number of new covid cases appearing in news reports represents something mysterious,1
The COVID-19 vaccine could affect mammogram results.,1
Russia was the first country in the world to dissect Covid-19 corpses (going against WHO’s criminal orders of no autopsies.),1
Alberta failed to prove Covid-19 had been isolated in human tissue,1
There are no reliable tests for a specific COVID-19 virus,1
False claim circulates on Facebook in Myanmar that chewing betel quid can prevent Covid-19 infection,1
This video shows Wuhan residents queuing for death certificates after the novel coronavirus outbreak,1
"A child died in Barhaven, Ottawa after taking a Covid-19 vaccine",1
The WHO says children should not receive COVID-19 vaccines,1
This photo shows a baby who died of COVID-19,1
"""No Vaccine Needed"" for COVID-19 because inhaled budesonide ""Is Already a Cure.""",1
“IF THE CORONAVIRUS IS SO DEADLY WHY HASN’T IT WIPED OUT THE HOMELESS”,1
dietary supplements can serve to “neutralize” effects of widely-used Covid-19 shots,1
"A photograph shows a ""Your Health Is Not More Important Than My Liberties!"" message displayed on an automobile window at a protest calling for the loosening of COVID-19 social-distancing restrictions.",1
This screenshot shows a Covid-19 text alert from Seoul government.,1
No autopsy has proven COVID-19 as the cause of death.,1
"A video showing the corpses of three children being placed in one body bag was taken as Wuhan, China faces a second wave of COVID-19 cases.",1
A video shows a mothers being kept from her baby due to COVID-19.,1
An image represents a schematic for a 'COVID 5G Chip.',1
Italian nurses treating COVID-19 patients sharing a last kiss before contracting the virus.,1
Hydroxychloroquine Does Work As A Vaccine For COVID-19,1
Vice President of Bharat Biotech became the first person to undergo clinical trial of coronavirus vaccine,1
The mRNA Covid-19 vaccines are experimental.,1
The CDC sent out test kits that were tainted with COVID-19.,1
"The Philippines has fewer COVID-19 cases compared to less populated Italy because of Rodrigo Duterte's ""immediate response"" to the pandemic",1
Former President Barack Obama's administration was to blame for the shortage of protective equipment like N95 respirator masks in the early months of the 2020 COVID-19 pandemic.,1
Ivermectin “is a safe and widely available treatment for coronavirus”; it would “work like a vaccine”,1
Annual dengue deaths exceed COVID-19 toll,1
"Due to COVID-19 second wave, the Federal Government is giving out a weekly grant of N1o, 500 to support Nigerians.",1
Image showing components of a COVID-19 test kit with positive and negative control swabs are proof that test results are manipulated or fixed in advance.,1
A photograph shows store shelves stripped of all foodstuffs except for vegan products during the COVID-19 pandemic.,1
Hydroxychloroquine and zinc have been used all over the world to cure Covid-19.,1
Pic of Turkish Immigrants in Germany Show COVID Vaccine Creator Ugur Sahin,1
COVID-19 surge in India connected to rollout of vaccine,1
Sir Ganga Ram Hospital doctor prescribed COVID-19 medicines for high risk contacts,1
AstraZeneca’s COVID-19 vaccine causes deadly blood clots.,1
Australian supermarkets have banned Chinese people during the Coronavirus pandemic.,1
Three decades old Class 12th textbook lists treatment for COVID-19.,1
Photo of bloody hospital ward after US coronavirus vaccination,1
WHO said coronavirus is losing potency,1
A nurse died after getting the Pfizer COVID-19 Vaccine,1
COVID-19 case numbers in NSW were higher than the threshold to lift the curfew in Victoria when Mr Morrison made his claim,1
A picture depicts the side effects of the COVID-19 vaccine.,1
Two Japanese table tennis players breached Covid guidelines.,1
"""[W]e’ve had some great studies ... some great reports from — coming out of France, coming out of Spain, coming out of other places"" about the effectiveness of hydroxychloroquine for COVID-19.",1
Recipients of COVID-19 vaccines are being used as guinea pigs,1
Clip shows Iftar gathering in Hyderabad flouting COVID-19 norms,1
"Various claims about COVID-19, COVID-19 tests and vaccines.",1
Dr. Anthony Fauci compared emerging research about coronavirus with what the scientific community knows about chickenpox — as well as other viruses — and criticized people who were not taking steps to prevent the spread of COVID-19.,1
Canadian Army has deployed tanks in Toronto amid COVID-19 outbreak.,1
"""George Soros owns the WuXi PHARMA LAB located in Wuhan, China where COVID-19 was developed and conveniently Broke Out.""",1
"The UK is performing 240,000 Covid-19 tests a day.",1
Pet Finder Can Tell If You've Been Vaccinated for COVID-19,1
Video of stampede at a supermarket in US during the coronavirus epidemic,1
Taller people are at a higher risk of catching the COVID-19 coronavirus disease.,1
Anaesthesia must not be used to those who have just received Covid-19 vaccine,1
"Trey Gowdy said, “I’m not saying COVID-19 isn’t real…. But pay attention folks, there’s much more going on here than what meets the eye.”",1
Italy disobeyed world health law from the WHO saying not to carry out autopsies on Covid-19 patients.,1
Imran Khan read COVID curve upside down to claim that the curve is flattening in Pakistan,1
Americans advised to reconsider travel to Ghana due to COVID-19,1
Kuwaiti authorities prohibit entry into some public places for those who have not received vaccinations against COVID-19.,1
Drinking alcohol can protect you against COVID-19,1
"In the United States, some minks were found to have a new strain of COVID-19.",1
88 Percent of Intubated Coronavirus Patients in New York Have Died,1
“The Red Cross says anyone who has received a COVID-19 vaccine cannot donate convalescent plasma”; “the vaccine wipes out these antibodies [against SARS-CoV-2]”,1
Pfizer BioNTech Covid-19 vaccine causes women sterilization,1
Dr. Denis Mukwege said he resigned from the coronavirus task force in the Democratic Republic of the Congo because he was being offered money to falsify COVID-19 cases.,1
"Employers, businesses and the government can’t mandate COVID-19 vaccines until they’ve been evaluated for two years",1
Have no politicians died from COVID-19?,1
“Schumer and Pelosi sneak funding into COVID bill.”,1
Photo shows Covid-19 dead bodies in Indian river in May 2021,1
A FOI request to the HSE proved that Covid-19 does not exist,1
"COVID-19 mass vaccination will select for more virulent variants of the virus that causes COVID-19, which will escape vaccine-induced immunity and cause more severe disease",1
Pfizer has added a new ingredient to its COVID-19 vaccine to reduce the risk of children having heart attacks as a side effect.,1
Video shows man dying shortly after receiving Covid-19 vaccine?,1
Gatherings of more than 30 people are illegal under the current Covid-19 guidelines.,1
Amitabh Bachchan visited Haji Ali dargah after recovering from Coronavirus,1
Photo of boy in a Philippine hospital has COVID-19,1
"The Centers for Disease Control and Prevention advised parents to prepare for a “sudden sleepover” in the event of an emergency, which included COVID-19 outbreaks in schools.",1
Italian prime minister crying over COVID-19,1
Face Masks Alone Can Help In Preventing COVID-19,1
People who are vaccinated against COVID-19 carry a “heavier viral load” if infected with the disease than those who are unvaccinated.,1
COVID-19 stands for “China Outbreak Virus in December 19”,1
Alpha-lipoic acid can help regain sense of smell and taste lost to COVID-19,1
Spectrum will provide free internet to students during coronavirus school closures.,1
Philippine department of health releases guideline on appropriate COVID-19 face shields,1
Image shows Dr Vidhi who died due to coronavirus in gujarat,1
“There is no FDA approval for the Pfizer BioNTech vaccine for COVID-19.”,1
Pfizer CEO Albert Bourla's wife Myriam died of complications after getting the COVID-19 vaccine.,1
"the pandemic was planned; the COVID-19 vaccines are experimental; previously infected people have “permanent immunity”; VAERS shows vaccines killed thousands of people, vaccine-induced spike protein causes damage",1
Neem leaves can cure the novel Coronavirus and relieve its symptoms.,1
Covid-19 has a survival rate of 99.8%.,1
Mega Oxygen boosts oxygen level and cures Covid-19,1
This Spanish politician said that Cristiano Ronaldo and Lionel Messi should find the cure for coronavirus,1
Photo that shows COVID-19 test swabs labeled positive and negative proves that the tests are fixed.,1
Image shows 93 years old Covid-19 survivor cried for not paying worth of natural air to God,1
"As of April 25, 2020, the rate of people dying from the COVID-19 coronavirus disease in New York City was at least 250 times ""higher"" than Tokyo's — and growing with time.",1
Local medicinal herb Perumkayam safeguards its users against coronavirus,1
Genuine graphic quoting Philippine vice president on COVID-19 home quarantine period,1
"The $1.9 trillion Covid bill includes ""stimulus grants to illegal immigrant families.""",1
ICU NURSE youre being lied to about COVID ivermectin,1
Landmarks in Wuhan before COVID-19 pandemic.,1
Italy has found a cure for COVID-19,1
A study in Israel has found that natural immunity is 13 times more effective agains the Delta variant than COVID-19 vaccines,1
Video of a suspected COVID-19 patient running away from doctors and police in Telangana,1
Health Minister Greg Hunt admitted no one in the country had died from a locally transmitted case of COVID-19.,1
"“I've always known this is a real, this is a pandemic. I've felt it was a pandemic long before it was called a pandemic.”",1
Imported nose masks are contaminated with COVID-19,1
An image shows a CNN report on an outbreak of cannibalism among COVID-19 vaccine recipients.,1
Radiation from testing of 5G towers is causing oxygen deficiency in people and therefore led to the second COVID-19 wave in India.,1
COVID-19 symptoms progress in three distinct stages,1
"In October 2020, actress Jane Fonda said the COVID-19 coronavirus pandemic was ""God's gift to the Left.""",1
"More children have died since Covid-19 vaccines were given to 12 to 15-year-olds, compared with the five year average of mortality stats from 2015 to 2019.",1
"CEOs of companies like Disney, Microsoft, IBM, Uber, LinkedIn have resigned due to the COVID-19 pandemic.",1
COVID-19 case numbers are inflated due to PCR test sensitivity; “90% of positive COVID-19 tests should be negative”,1
COVID-19 vaccines will cause more severe disease through antibody-dependent enhancement,1
Says 99% of COVID-19 cases “are totally harmless.”,1
Death of Marvelous Marvin Hagler linked to Covid-19 vaccination,1
"India’s largest research organization, the Council of Scientific and Industrial Research (CSIR) published a study that found smokers and vegetarians are less vulnerable to COVID-19.",1
Health Minister Dr Harsh Vardhan playing ludo during coronavirus lockdown,1
"COVID-19 “surges among most vaxxed communities, says Harvard study.”",1
"It took 51 days for the UK to go from announcing its first Covid-19 death to 20,319.",1
Image of a critically ill COVID-19 infected woman hugging her child for the last time before her death,1
Studies show countries using hydroxychloroquine have far fewer COVID-19 deaths,1
The COVID-19 pandemic is “effectively over” and there’s no need for vaccines.,1
"Florida has the ""lowest Covid rates in the country without having to institute communist mandates & lockdowns.""",1
"House Speaker Nancy Pelosi characterized President Trump's move to restrict travel from China as ""overreacting"" to coronavirus outbreak.",1
2 children test positive for COVID-19,1
Senior cleric Sheikh Youssef al-Qaradawi died after contracting COVID-19.,1
The new Covid-19 strain appeared within a week of the United Kingdom getting its first vaccine. This is not a coincidence but a conspiracy.,1
"Shaukat Khanum hospital in Lahore gets free coronavirus testing kits from Pakistani government, but charges patients instead of doing free tests",1
BAPS Shri Swaminarayan Mandi in Mumbai turned into COVID centre,1
Large gatherings seen in Kerala despite skyrocketing of COVID-19 cases,1
Eating morel mushrooms will make you susceptible to coronavirus,1
“Bill Gates Explains That The COVID Vaccine Will Use Experimental Technology And Permanently Alter Your DNA”,1
The House Foreign Affairs Committee concluded COVID was leaked from a Wuhan lab,1
Covid-19 rapid antigen test kits contain positive and negative control swabs. This implies that the test results can be fixed in advance.,1
"Says Anthony Fauci’s statement that the coronavirus death rate is 10 times that of the seasonal flu is “a claim without any scientific basis.""",1
This video shows bodies of US COVID-19 victims who committed suicide,1
Sri Lanka's health regulators approved herbal medication as Covid-19 cure,1
Video shows China lifts ban on Korans during COVID-19 pandemic,1
Japan's government recommends using antiparasitic drug ivermectin to treat COVID-19,1
Video shows people leaving food packets on the road for the poor and needy who cannot earn due to the novel Coronavirus lockdown.,1
"A certain Vernon Coleman says, “COVID-19 vaccines are weapons of mass destruction and could end the human race.”",1
“Virus removal card” that can prevent infection from Covid-19.,1
"Italy's Suspected Covid Death Tally Corrected From 132,161 to 3,783",1
66% of coronavirus deaths in France are from care facilities.,1
Bill Gates & The Vatican Agenda. Vaccinate 300 Million By 2025. Coronavirus Vaccine & Depopulation,1
COVID-19 vaccines caused 895 serious reactions among military veterans,1
"""The Biden administration plan would kill 5,248 children via Pfizer mRNA shots in order to save 45 children from dying of coronavirus.""",1
"Vitamin D, Ivermectin, zinc and hydroxychloroquine are safe and effective treatments for Covid-19.",1
Ear-loop masks are useless at offering protection from COVID-19,1
Rare sloth bears were spotted in Sri Lanka during COVID-19 pandemic.,1
Chicken infected with Coronavirus was found in Bangalore.,1
A CBS News program used a brief clip from an Italian hospital in a segment about the coronavirus crisis in New York City.,1
Ivermectin will save you from Covid-19,1
The Covid-19 vaccines put people who have received them in danger if 5G is ‘cranked up’.,1
President Donald Trump’s campaign sent an email asking supporters to donate as he recovers from COVID-19.,1
PM Modi announces lockdown in the backdrop of an anticipated third wave of COVID-19,1
U.S. Vice President Mike Pence introduced a program to cure new coronavirus carriers with the discredited practice of conversion therapy.,1
UP Police taking action against coronavirus patients in UP,1
"As of July 17, 2020, Nueces County in Texas had seen 85 positive COVID-19 tests among children aged under 1 year.",1
Pfizer added tromethamine to its formulation for the COVID-19 vaccine for kids ages 5 to 11. Tromethamine’s side effects are severe and pose risks to human health.,1
The antibody cocktail that Donald Trump received as part of his COVID treatment was created through research using embryonic stem cells,1
"Italy has concluded Covid-19 is not a virus, and people are actually dying of amplified global 5G electromagnetic radiation poisoning.",1
"Bill Gates — along with a coalition dubbed ""ID 2020"" — seeks to ""microchip"" the world population using a COVID-19 vaccine.",1
"People who receive COVID-19 vaccines are dangerous, they become a “real carrier of the virus”",1
This video shows nanorobots in Covid-19 vaccines,1
Black cats in Vietnam are being killed and consumed as a COVID-19 cure.,1
Accurate graphic over effectiveness of face masks in curbing the spread of COVID-19,1
CT Scan reports representing the lungs of a COVID-19 vaccinated person and others,1
World Bank lauds Philippine economy during Covid-19 pandemic,1
Neem leaves can cure COVID-19 and its symptoms,1
Covid-19 vaccines only administered on right arm due to 'nanotechnology',1
"Zinc, tonic water, vitamin C and vitamin D are recommended to fight Covid-19",1
Michigan Gov. Gretchen Whitmer banned the sale or purchase of American flags during the COVID-19 pandemic.,1
Russia has gifted 1 million doses of Covid vaccine to Pakistan. WHO has called it Phase III trials.,1
Video showing people collpasing on the road in the backdrop of India's second COVID-19 wave.,1
Genuine graphic quoting Philippine vice president Leni Roberdo on COVID-19 response,1
Journalist Pragya Mishra murdered for speaking about Kumbh mela amid coronavirus pandemic,1
"Other countries, including in Europe, are only testing for COVID-19 if someone is “really sick” and the “massive” testing in the U.S. “skews the numbers.”",1
India Banned the Pfizer COVID-19 Vaccine,1
Covaxin COVID-19 vaccine contains new born calf serum.,1
Mixing rum and bleach makes effective anti-COVID-19 hand sanitiser,1
CNBC claims COVID-19 survives in air for 8 hours; paper and plastic for 3-4 hours,1
Photo shows mother infected with COVID-19 with her child before she dies,1
Tucker Carlson is the source of these comments on coronavirus-related measures,1
Photo shows Mahakumbh Mela 2021 being held during the COVID-19 pandemic.,1
PCR Test doesn't test for COVID-19 Virus,1
Using a hair dryer to breathe in hot air can cure COVID-19 and stop its spread.,1
“Covipri” is a Remdesivir injection. It is available in the market for those who need treatment for Covid.,1
Gargling alum water saves people Covid-19,1
Covid-19 vaccines contain parasites,1
"With COVID-19, vaccinated people ""are the real threat to"" unvaccinated people.",1
"RSS has built India’s second-largest Covid care centre in Indore, Madhya Pradesh",1
“Colin Powell died from COVID and he was fully vaccinated. So what’s the point of the vaccine?”,1
Video Shows Indigenous Elder Being Forced Into Van For Violation of Australia’s COVID-19 Vax Policies,1
Matterhorn mountain in Switzerland was lit up with Indian tricolour to convey gratitude to the country for sending the life-saving Hydroxychloroquine drugs in the fight against COVID-19,1
Video shows COVID-19 nurse raped and murdered,1
Mosaic artwork shows all doctors and nurses killed from Covid-19,1
"The CARES Act was ""introduced over a year ago for a virus that allegedly did not get here until a few months ago,"" which proves the COVID-19 pandemic was planned.",1
Funeral Director O'Looney says COVID a vaccine injury,1
Photo shows college students are back in school after COVID-19 outbreak,1
COVID-19 testing is part of a Bar Code for Life initiative that will put chips in people's brains,1
“WHO coronavirus PCR test primer sequence is found in all human DNA”; “this means that the WHO test kits should find a positive result in all humans”,1
Women should not take COVID 19 vaccine 5 days before or after their periods due to low immunity,1
"Video of 25,000 coronavirus patients killed in China",1
The COVID delta variant is so deadly Biden is restricting travel for Americans into Mexico but is keeping the border open for illegal aliens to walk into our country.,1
Photo shows protest against France's COVID-19 vaccine mandate in front of Paris' Arc de Triomphe.,1
Genuine Philippine Department of Health advisory states clinics will turn away people showing COVID-19 symptoms,1
Health Ministry's emergency notification asks people to keep their throat moist to prevent the Coronavirus attack.,1
A new study shows hydroxychloroquine can increase Covid-19 survival rates by 200%.,1
"Amid Coronavirus lockdown, peafowls come out onto Coimbatore roads",1
Philippine police shoot man dead at COVID-19 checkpoint,1
COVID-19 vaccination programs are in breach of the Nuremberg Code.,1
Family committed suicide in Surat due to hunger during coronavirus lockdown,1
Coronavirus killed 9 people out of 66.6 million yesterday.,1
Video shows Jacinda Ardern at Hindu temple after 100 days of no COVID-19 cases,1
"Drinking corona kashayam made of Turmeric, Clove, Lemon, and ginger boiled in 1 litre water can cure coronavirus within 24 hours",1
Those who have had COVID-19 have natural immunity against the disease and do not need a vaccine. No one should be vaccinated without first testing for COVID-19 antibodies.,1
“Does the #DemConvention know @NYGovCuomo forced nursing homes across NY to take in COVID positive patients and planted the seeds of infection that killed thousands of grandmothers and grandfathers?”,1
Photo shows Muslims praying on rooftops in India during COVID-19 lockdown,1
Video shows a man smoking amid corpses of coronavirus victims,1
China seeks court's approval to kill 20000 coronavirus patients,1
Survival rate for Covid-19 is same for vaccinated and unvaccinated,1
“There has been NO unusual excess mortality” related to COVID; “Lockdowns do not prevent the spread of disease”; “Masks don’t work”; “PCR tests were not designed to diagnose illness”,1
"Anyone who tests positive for Covid-19 at the time of their death - be it due to ""cancer"", ""sky-diving accidents"" or ""shark attacks"" - is being recorded as a death due to coronavirus.",1
"President Joe Biden once said he was about to ""swoop down with Special Forces"" and ""gather up every gun in America,"" and now his administration is advertising giving out guns to people who get vaccinated for COVID-19.",1
"A photograph shows a person holding a protest sign claiming that the number of characters in ""Barack Hussein Obama"" add up to the ""19"" in COVID-19.",1
"“The blood test for coronavirus costs $3,200.”",1
Tennessee nurse Tiffany Dover died after she fainted from receiving the Pfizer/BioNTech COVID-19 vaccine.,1
"Coronavirus live up to 12 hours on metal, 9 hours on fabric, and 10 minutes on the human hand",1
This video shows Italian doctors who contracted COVID-19 whilst treating patients?,1
The 2020 hajj pilgrimage was canceled due to COVID-19.,1
Pictures and reports of “empty hospitals” prove COVID-19 spread is “fake crisis for real government planned agendas.”,1
Influenza vaccine will give patients the coronavirus.,1
"The U.S. military arrested former coronavirus response coordinator Dr. Deborah Birx on May 26, 2021, after she allegedly conspired with the Centers for Disease Control and Prevention (CDC) to “deceive the American public into believing that face masks were an effective method to mitigate the spread of Covid-19.”",1
"A rapidly approved drug known as thalidomide was not rigorously tested before being prescribed to pregnant women, ultimately leading to “malformations in newborns” born to women who were prescribed the drug. The so-called “thalidomide tragedy” provides a possible case study for the undetermined effects of COVID-19 vaccinations administered under emergency-use authorizations in the U.S.",1
Ticketmaster is planning a mandatory Covid-19 vaccine verification policy for concert attendance.,1
"Bats in a roof in Hubei, China have been discovered as the source of coronavirus",1
The list of countries that imposed new lockdown restrictions to contain the second wave of COVID-19 virus,1
"""This week the CDC quietly updated the Covid number to admit that only 6% of all the 153,504 deaths recorded actually died from Covid.""",1
Coronavirus infected patient in Purnia denied treatment,1
Coronavirus was found in mutton,1
"The Covid-19 spike protein which the Pfizer vaccine causes an immune response against also trains the body to attack syncytin-1, a protein in the placenta, which could lead to infertility in women.",1
People in America looting mall due to fear of coronavirus,1
Image of map of India redesigned by an American CEO praising the Government of India for its effective handling of the COVID-19 crisis,1
COVID-19 vaccines are not effective against the delta variant.,1
The COVID-19 vaccine caused DMX's death.,1
Covid-19 vaccines didn’t make it past animal trials.,1
The CEO of Pfizer has not taken his own COVID-19 vaccine.,1
Says the CDC recommends men shave their beards to protect against coronavirus.,1
"A photo showing a doctor standing in front of empty hospital beds at a Reno, Nevada, auxiliary care site for COVID-19 patients proves that the coronavirus pandemic is a hoax.",1
A map from Johns Hopkins University that shows the spread of COVID-19 contains malware.,1
Doctors and Nurses Giving the Covid-19 Vaccine Will Be Tried as War Criminals,1
Receiving the COVID-19 vaccination could disqualify policyholders from receiving life insurance benefits if they died as result of the vaccine because the immunization is considered “experimental.”,1
Viral video claiming Covid-19 vaccine contains microchip,1
"Photo shows Helen Blythe and her son, who died after COVID-19 vaccination.",1
"Photo shows Chinese tourists exempted from COVID-19 lockdown in Auckland, New Zealand, in August 2020",1
"“We will start distributing [a coronavirus vaccine] immediately. …To the general public, very shortly there — I mean, really, to the general public: immediately.”",1
"People who were undergoing chemotherapy have been told that they should not receive vaccines, and should stay away from people who had received vaccines, and now because of Covid-19 this has all changed.",1
Photo shows clinical trial volunteers who have developed Bell's palsy after receiving doses of the Pfizer-BioNTech COVID-19 vaccine.,1
The anti-tuberculosis Bacillus Calmette-Guérin (BCG) vaccine protects people against coronavirus infection.,1
"A photograph shows a vacant, sand-covered highway to Dubai during COVID-19 stay-at-home orders.",1
Images of flooded COVID hospitals in Bihar,1
Ram Mandir trust chief testing positive for COVID-19,1
This photo shows throat infected with novel coronavirus,1
Being around COVID-19 vaccinated people can cause miscarriages or menstrual cycle changes,1
"COVID vaccine has killed almost 2,000 and those over 60 should be watched for 20 days.",1
Boiled ginger can help cure coronavirus,1
"As per the Centre's Disaster Management Act, no one apart from the government department is allowed to post, update or share any forward related to Coronavirus.",1
Photo shows American-made cure for COVID-19,1
Thai king summons Muslim clerics to pray to get rid of Covid-19,1
The newest Israeli data on COVID-19 infections indicate a complete vaccine failure on every level. The data from Israel shows that nearly all serious cases and deaths are among the vaccinated.,1
Audio clip of a conversation claiming that Government of India will announce shutdown of the country in the coming days from 15 April to 15 June in the wake of Coronavirus outbreak,1
The Center for Disease Control and Prevention admitted that their old science about COVID-19 was wrong.,1
"The studies into Covid-19 vaccines are too short to see if there are late effects. There were narcolepsy cases after the swine flu vaccination, and similarly this vaccine could put millions at risk.",1
Pennsylvania officials are ‘attempting to silence voters’ exposed to COVID-19 by telling them they can’t vote in-person,1
The video below shows a crowded train station in Calcutta during the COVID-19 pandemic.,1
"The virus causing COVID-19, SARS-CoV-2, stays in the throat for four days before going to the lungs.",1
"The Centers for Disease Control and Prevention revoked Emergency Use Authorization for coronavirus PCR tests because they were inaccurate, led to false positives and confused positive influenza cases with COVID-19.",1
Martial arts movie star Chuck Norris has died from the COVID-19 coronavirus disease.,1
"""Things NOT being offered to take the Covid jab: Peer reviewed clinical studies proving its safety and efficacy.""",1
Google and Apple “put a covid tracker on every phone.”,1
Myocarditis acquired after a Covid-19 vaccination is more dangerous than that acquired after a Covid infection.,1
Picture of massive crowds of devotees during the ongoing Maha Kumbh Mela at Haridwar despite Covid-19 restrictions.,1
Anti-inflammatories should be used to fight Covid-19.,1
Says 86% of COVID-19 cases in Israel in July were in fully vaccinated individuals.,1
The number of pregnant women who have miscarried increased by “366% in just six weeks” as a result of their receiving a COVID-19 vaccine.,1
Constant sex kills coronavirus,1
COVID-19 messenger RNA (mRNA) vaccines are not real vaccines against coronavirus.,1
Confirmed COVID-19 cases would have reached 8.2 lakh if lockdown was not imposed as per ICMR study,1
This Is COVID 5G Chip Diagram,1
COVID-19 hasn't increased annual U.S. death rates,1
California Gov. Gavin Newsom experienced partial facial paralysis from a COVID-19 vaccination booster shot.,1
CDC says PCR tests cannot tell between flu and COVID.,1
NSS to withhold payments to personnel until COVID-19 is over,1
A study published in The Lancet Infectious Diseases shows that vaccinated people are as likely to transmit Covid-19 as non-vaccinated people,1
"Dr. Theresa Tam, Canada’s chief public health officer, developed Bell’s palsy after receiving the COVID-19 vaccine.",1
"According to a new CDC report, almost 3,150 people who were administered the COVID-19 vaccine were paralyzed and were 'unable to perform normal daily activities",1
"""A lot of people think that (the coronavirus) goes away in April with the heat.""",1
